年,品目大分類,品目分類,品目名(横),都道府県,品目名,農業団体(サンプル),未使用5,カウント
2014-01-01,2,7,肉用牛,愛知県,肉用牛,農業団体B,0,95
2014-01-01,2,7,生乳,愛知県,生乳,農業団体F,0,198
2014-01-01,2,7,生乳以外の乳用牛,愛知県,生乳以外の乳用牛,農業団体G,0,19
2014-01-01,2,7,豚,愛知県,豚,農業団体B,0,276
2014-01-01,2,7,鶏卵,愛知県,鶏卵,農業団体H,0,240
2014-01-01,2,7,ブロイラー,愛知県,ブロイラー,農業団体G,0,30
2014-01-01,2,7,その他の畜産物,愛知県,その他の畜産物,農業団体A,0,49
2014-01-01,2,8,加工農産物,愛知県,加工農産物,農業団体H,0,5
2014-01-01,1,1,米,三重県,米,農業団体F,0,216
2014-01-01,1,1,麦類,三重県,麦類,農業団体B,0,6
2014-01-01,1,1,雑穀,三重県,雑穀,農業団体H,0,0
2014-01-01,1,3,豆類,三重県,豆類,農業団体B,0,10
2014-01-01,1,2,いも類,三重県,いも類,農業団体I,0,6
2014-01-01,1,4,野菜,三重県,野菜,農業団体E,0,160
2014-01-01,1,4,果実,三重県,果実,農業団体B,0,72
2014-01-01,1,6,花き,三重県,花き,農業団体J,0,49
2014-01-01,1,5,工芸農作物,三重県,工芸農作物,農業団体H,0,52
2014-01-01,0,0,その他の作物,三重県,その他の作物,農業団体F,0,37
2014-01-01,2,7,肉用牛,三重県,肉用牛,農業団体E,0,69
2014-01-01,2,7,生乳,三重県,生乳,農業団体G,0,58
2014-01-01,2,7,生乳以外の乳用牛,三重県,生乳以外の乳用牛,農業団体D,0,5
2014-01-01,2,7,豚,三重県,豚,農業団体J,0,86
2014-01-01,2,7,鶏卵,三重県,鶏卵,農業団体F,0,154
2014-01-01,2,7,ブロイラー,三重県,ブロイラー,農業団体I,0,24
2014-01-01,2,7,その他の畜産物,三重県,その他の畜産物,農業団体F,0,15
2014-01-01,2,8,加工農産物,三重県,加工農産物,農業団体J,0,38
2014-01-01,1,1,米,滋賀県,米,農業団体C,0,302
2014-01-01,1,1,麦類,滋賀県,麦類,農業団体B,0,7
2014-01-01,1,1,雑穀,滋賀県,雑穀,農業団体D,0,1
2014-01-01,1,3,豆類,滋賀県,豆類,農業団体J,0,18
2014-01-01,1,2,いも類,滋賀県,いも類,農業団体G,0,3
2014-01-01,1,4,野菜,滋賀県,野菜,農業団体E,0,85
2014-01-01,1,4,果実,滋賀県,果実,農業団体A,0,5
2014-01-01,1,6,花き,滋賀県,花き,農業団体D,0,11
2014-01-01,1,5,工芸農作物,滋賀県,工芸農作物,農業団体F,0,7
2014-01-01,0,0,その他の作物,滋賀県,その他の作物,農業団体C,0,1
2014-01-01,2,7,肉用牛,滋賀県,肉用牛,農業団体D,0,56
2014-01-01,2,7,生乳,滋賀県,生乳,農業団体C,0,25
2014-01-01,2,7,生乳以外の乳用牛,滋賀県,生乳以外の乳用牛,農業団体F,0,1
2014-01-01,2,7,豚,滋賀県,豚,農業団体G,0,7
2014-01-01,2,7,鶏卵,滋賀県,鶏卵,農業団体B,0,20
2014-01-01,2,7,ブロイラー,滋賀県,ブロイラー,農業団体C,0,1
2014-01-01,2,8,加工農産物,滋賀県,加工農産物,農業団体G,0,3
2014-01-01,1,1,米,京都府,米,農業団体E,0,150
2014-01-01,1,1,麦類,京都府,麦類,農業団体I,0,0
2014-01-01,1,1,雑穀,京都府,雑穀,農業団体F,0,0
2014-01-01,1,3,豆類,京都府,豆類,農業団体J,0,6
2014-01-01,1,2,いも類,京都府,いも類,農業団体F,0,6
2014-01-01,1,4,野菜,京都府,野菜,農業団体H,0,254
2014-01-01,1,4,果実,京都府,果実,農業団体G,0,16
2014-01-01,1,6,花き,京都府,花き,農業団体G,0,12
2014-01-01,1,5,工芸農作物,京都府,工芸農作物,農業団体J,0,39
2014-01-01,0,0,その他の作物,京都府,その他の作物,農業団体H,0,6
2014-01-01,2,7,肉用牛,京都府,肉用牛,農業団体B,0,17
2014-01-01,2,7,生乳,京都府,生乳,農業団体D,0,35
2014-01-01,2,7,生乳以外の乳用牛,京都府,生乳以外の乳用牛,農業団体E,0,2
2014-01-01,2,7,豚,京都府,豚,農業団体F,0,12
2014-01-01,2,7,鶏卵,京都府,鶏卵,農業団体F,0,59
2014-01-01,2,7,ブロイラー,京都府,ブロイラー,農業団体H,0,10
2014-01-01,2,7,その他の畜産物,京都府,その他の畜産物,農業団体J,0,6
2014-01-01,2,8,加工農産物,京都府,加工農産物,農業団体C,0,33
2014-01-01,1,1,米,大阪府,米,農業団体J,0,77
2014-01-01,1,3,豆類,大阪府,豆類,農業団体C,0,0
2014-01-01,1,2,いも類,大阪府,いも類,農業団体A,0,5
2014-01-01,1,4,野菜,大阪府,野菜,農業団体B,0,141
2014-01-01,1,4,果実,大阪府,果実,農業団体D,0,52
2014-01-01,1,6,花き,大阪府,花き,農業団体H,0,19
2014-01-01,1,5,工芸農作物,大阪府,工芸農作物,農業団体G,0,0
2014-01-01,0,0,その他の作物,大阪府,その他の作物,農業団体J,0,3
2014-01-01,2,7,肉用牛,大阪府,肉用牛,農業団体D,0,1
2014-01-01,2,7,生乳,大阪府,生乳,農業団体E,0,12
2014-01-01,2,7,生乳以外の乳用牛,大阪府,生乳以外の乳用牛,農業団体I,0,1
2014-01-01,2,7,豚,大阪府,豚,農業団体H,0,6
2014-01-01,2,7,鶏卵,大阪府,鶏卵,農業団体H,0,3
2014-01-01,2,8,加工農産物,大阪府,加工農産物,農業団体E,0,0
2014-01-01,1,1,米,兵庫県,米,農業団体I,0,401
2014-01-01,1,1,麦類,兵庫県,麦類,農業団体G,0,2
2014-01-01,1,1,雑穀,兵庫県,雑穀,農業団体G,0,0
2014-01-01,1,3,豆類,兵庫県,豆類,農業団体J,0,35
2014-01-01,1,2,いも類,兵庫県,いも類,農業団体H,0,9
2014-01-01,1,4,野菜,兵庫県,野菜,農業団体I,0,414
2014-01-01,1,4,果実,兵庫県,果実,農業団体B,0,33
2014-01-01,1,6,花き,兵庫県,花き,農業団体I,0,46
2014-01-01,1,5,工芸農作物,兵庫県,工芸農作物,農業団体J,0,1
2014-01-01,0,0,その他の作物,兵庫県,その他の作物,農業団体E,0,6
2014-01-01,2,7,肉用牛,兵庫県,肉用牛,農業団体D,0,132
2014-01-01,2,7,生乳,兵庫県,生乳,農業団体F,0,101
2014-01-01,2,7,生乳以外の乳用牛,兵庫県,生乳以外の乳用牛,農業団体G,0,15
2014-01-01,2,7,豚,兵庫県,豚,農業団体D,0,18
2014-01-01,2,7,鶏卵,兵庫県,鶏卵,農業団体E,0,175
2014-01-01,2,7,ブロイラー,兵庫県,ブロイラー,農業団体J,0,77
2014-01-01,2,7,その他の畜産物,兵庫県,その他の畜産物,農業団体I,0,24
2014-01-01,2,8,加工農産物,兵庫県,加工農産物,農業団体H,0,1
2014-01-01,1,1,米,奈良県,米,農業団体F,0,86
2014-01-01,1,1,麦類,奈良県,麦類,農業団体C,0,0
2014-01-01,1,1,雑穀,奈良県,雑穀,農業団体E,0,0
2014-01-01,1,3,豆類,奈良県,豆類,農業団体J,0,1
2014-01-01,1,2,いも類,奈良県,いも類,農業団体A,0,5
2014-01-01,1,4,野菜,奈良県,野菜,農業団体A,0,116
2014-01-01,1,4,果実,奈良県,果実,農業団体A,0,82
2014-01-01,1,6,花き,奈良県,花き,農業団体I,0,37
2014-01-01,1,5,工芸農作物,奈良県,工芸農作物,農業団体J,0,7
2014-01-01,0,0,その他の作物,奈良県,その他の作物,農業団体H,0,5
2014-01-01,2,7,肉用牛,奈良県,肉用牛,農業団体H,0,7
2014-01-01,2,7,生乳,奈良県,生乳,農業団体G,0,28
2014-01-01,2,7,生乳以外の乳用牛,奈良県,生乳以外の乳用牛,農業団体A,0,2
2014-01-01,2,7,豚,奈良県,豚,農業団体B,0,4
2014-01-01,2,7,鶏卵,奈良県,鶏卵,農業団体B,0,14
2014-01-01,2,7,ブロイラー,奈良県,ブロイラー,農業団体A,0,0
2014-01-01,2,7,その他の畜産物,奈良県,その他の畜産物,農業団体B,0,3
2014-01-01,2,8,加工農産物,奈良県,加工農産物,農業団体G,0,7
2014-01-01,1,1,米,和歌山県,米,農業団体H,0,76
2014-01-01,1,3,豆類,和歌山県,豆類,農業団体D,0,0
2014-01-01,1,2,いも類,和歌山県,いも類,農業団体A,0,2
2014-01-01,1,4,野菜,和歌山県,野菜,農業団体H,0,155
2014-01-01,1,4,果実,和歌山県,果実,農業団体J,0,581
2014-01-01,1,6,花き,和歌山県,花き,農業団体A,0,54
2014-01-01,1,5,工芸農作物,和歌山県,工芸農作物,農業団体H,0,6
2014-01-01,0,0,その他の作物,和歌山県,その他の作物,農業団体F,0,27
2014-01-01,2,7,肉用牛,和歌山県,肉用牛,農業団体A,0,8
2014-01-01,2,7,生乳,和歌山県,生乳,農業団体H,0,6
2014-01-01,2,7,生乳以外の乳用牛,和歌山県,生乳以外の乳用牛,農業団体B,0,0
2014-01-01,2,7,豚,和歌山県,豚,農業団体F,0,2
2014-01-01,2,7,鶏卵,和歌山県,鶏卵,農業団体G,0,18
2014-01-01,2,7,ブロイラー,和歌山県,ブロイラー,農業団体G,0,9
2014-01-01,2,7,その他の畜産物,和歌山県,その他の畜産物,農業団体B,0,6
2014-01-01,2,8,加工農産物,和歌山県,加工農産物,農業団体E,0,1
2014-01-01,1,1,米,鳥取県,米,農業団体G,0,110
2014-01-01,1,1,麦類,鳥取県,麦類,農業団体I,0,0
2014-01-01,1,1,雑穀,鳥取県,雑穀,農業団体I,0,0
2014-01-01,1,3,豆類,鳥取県,豆類,農業団体E,0,3
2014-01-01,1,2,いも類,鳥取県,いも類,農業団体H,0,6
2014-01-01,1,4,野菜,鳥取県,野菜,農業団体H,0,193
2014-01-01,1,4,果実,鳥取県,果実,農業団体E,0,67
2014-01-01,1,6,花き,鳥取県,花き,農業団体J,0,21
2014-01-01,1,5,工芸農作物,鳥取県,工芸農作物,農業団体F,0,3
2014-01-01,0,0,その他の作物,鳥取県,その他の作物,農業団体A,0,4
2014-01-01,2,7,肉用牛,鳥取県,肉用牛,農業団体F,0,26
2014-01-01,2,7,生乳,鳥取県,生乳,農業団体F,0,57
2014-01-01,2,7,生乳以外の乳用牛,鳥取県,生乳以外の乳用牛,農業団体F,0,9
2014-01-01,2,7,豚,鳥取県,豚,農業団体C,0,54
2014-01-01,2,7,鶏卵,鳥取県,鶏卵,農業団体C,0,23
2014-01-01,2,7,ブロイラー,鳥取県,ブロイラー,農業団体F,0,77
2014-01-01,2,7,その他の畜産物,鳥取県,その他の畜産物,農業団体G,0,0
2014-01-01,2,8,加工農産物,鳥取県,加工農産物,農業団体E,0,0
2014-01-01,1,1,米,島根県,米,農業団体I,0,159
2014-01-01,1,1,麦類,島根県,麦類,農業団体H,0,1
2014-01-01,1,1,雑穀,島根県,雑穀,農業団体D,0,1
2014-01-01,1,3,豆類,島根県,豆類,農業団体D,0,5
2014-01-01,1,2,いも類,島根県,いも類,農業団体C,0,4
2014-01-01,1,4,野菜,島根県,野菜,農業団体H,0,90
2014-01-01,1,4,果実,島根県,果実,農業団体D,0,36
2014-01-01,1,6,花き,島根県,花き,農業団体A,0,15
2014-01-01,1,5,工芸農作物,島根県,工芸農作物,農業団体J,0,3
2014-01-01,0,0,その他の作物,島根県,その他の作物,農業団体E,0,3
2014-01-01,2,7,肉用牛,島根県,肉用牛,農業団体I,0,68
2014-01-01,2,7,生乳,島根県,生乳,農業団体E,0,66
2014-01-01,2,7,生乳以外の乳用牛,島根県,生乳以外の乳用牛,農業団体G,0,6
2014-01-01,2,7,豚,島根県,豚,農業団体A,0,27
2014-01-01,2,7,鶏卵,島根県,鶏卵,農業団体C,0,34
2014-01-01,2,7,ブロイラー,島根県,ブロイラー,農業団体I,0,8
2014-01-01,2,7,その他の畜産物,島根県,その他の畜産物,農業団体E,0,4
2014-01-01,2,8,加工農産物,島根県,加工農産物,農業団体I,0,2
2014-01-01,1,1,米,岡山県,米,農業団体A,0,271
2014-01-01,1,1,麦類,岡山県,麦類,農業団体I,0,7
2014-01-01,1,1,雑穀,岡山県,雑穀,農業団体E,0,0
2014-01-01,1,3,豆類,岡山県,豆類,農業団体A,0,15
2014-01-01,1,2,いも類,岡山県,いも類,農業団体G,0,4
2014-01-01,1,4,野菜,岡山県,野菜,農業団体E,0,188
2014-01-01,1,4,果実,岡山県,果実,農業団体H,0,174
2014-01-01,1,6,花き,岡山県,花き,農業団体A,0,29
2014-01-01,1,5,工芸農作物,岡山県,工芸農作物,農業団体C,0,2
2014-01-01,0,0,その他の作物,岡山県,その他の作物,農業団体A,0,8
2014-01-01,2,7,肉用牛,岡山県,肉用牛,農業団体H,0,80
2014-01-01,2,7,生乳,岡山県,生乳,農業団体H,0,98
2014-01-01,2,7,生乳以外の乳用牛,岡山県,生乳以外の乳用牛,農業団体A,0,15
2014-01-01,2,7,豚,岡山県,豚,農業団体H,0,26
2014-01-01,2,7,鶏卵,岡山県,鶏卵,農業団体I,0,244
2014-01-01,2,7,ブロイラー,岡山県,ブロイラー,農業団体F,0,62
2014-01-01,2,7,その他の畜産物,岡山県,その他の畜産物,農業団体G,0,11
2014-01-01,2,8,加工農産物,岡山県,加工農産物,農業団体J,0,1
2014-01-01,1,1,米,広島県,米,農業団体J,0,203
2014-01-01,1,1,麦類,広島県,麦類,農業団体G,0,0
2014-01-01,1,1,雑穀,広島県,雑穀,農業団体B,0,0
2014-01-01,1,3,豆類,広島県,豆類,農業団体I,0,1
2014-01-01,1,2,いも類,広島県,いも類,農業団体G,0,11
2014-01-01,1,4,野菜,広島県,野菜,農業団体E,0,182
2014-01-01,1,4,果実,広島県,果実,農業団体H,0,142
2014-01-01,1,6,花き,広島県,花き,農業団体C,0,24
2014-01-01,1,5,工芸農作物,広島県,工芸農作物,農業団体J,0,1
2014-01-01,0,0,その他の作物,広島県,その他の作物,農業団体C,0,11
2014-01-01,2,7,肉用牛,広島県,肉用牛,農業団体B,0,66
2014-01-01,2,7,生乳,広島県,生乳,農業団体B,0,61
2014-01-01,2,7,生乳以外の乳用牛,広島県,生乳以外の乳用牛,農業団体B,0,10
2014-01-01,2,7,豚,広島県,豚,農業団体I,0,74
2014-01-01,2,7,鶏卵,広島県,鶏卵,農業団体C,0,270
2014-01-01,2,7,ブロイラー,広島県,ブロイラー,農業団体B,0,18
2014-01-01,2,7,その他の畜産物,広島県,その他の畜産物,農業団体E,0,10
2014-01-01,2,8,加工農産物,広島県,加工農産物,農業団体A,0,1
2014-01-01,1,1,米,山口県,米,農業団体H,0,197
2014-01-01,1,1,麦類,山口県,麦類,農業団体A,0,2
2014-01-01,1,1,雑穀,山口県,雑穀,農業団体C,0,0
2014-01-01,1,3,豆類,山口県,豆類,農業団体G,0,2
2014-01-01,1,2,いも類,山口県,いも類,農業団体E,0,5
2014-01-01,1,4,野菜,山口県,野菜,農業団体C,0,129
2014-01-01,1,4,果実,山口県,果実,農業団体B,0,35
2014-01-01,1,6,花き,山口県,花き,農業団体B,0,29
2014-01-01,1,5,工芸農作物,山口県,工芸農作物,農業団体D,0,3
2014-01-01,0,0,その他の作物,山口県,その他の作物,農業団体J,0,11
2014-01-01,2,7,肉用牛,山口県,肉用牛,農業団体A,0,44
2014-01-01,2,7,生乳,山口県,生乳,農業団体H,0,19
2014-01-01,2,7,生乳以外の乳用牛,山口県,生乳以外の乳用牛,農業団体G,0,2
2014-01-01,2,7,豚,山口県,豚,農業団体F,0,18
2014-01-01,2,7,鶏卵,山口県,鶏卵,農業団体E,0,64
2014-01-01,2,7,ブロイラー,山口県,ブロイラー,農業団体G,0,33
2014-01-01,2,7,その他の畜産物,山口県,その他の畜産物,農業団体C,0,21
2014-01-01,2,8,加工農産物,山口県,加工農産物,農業団体I,0,0
2014-01-01,1,1,米,徳島県,米,農業団体B,0,98
2014-01-01,1,1,麦類,徳島県,麦類,農業団体F,0,0
2014-01-01,1,1,雑穀,徳島県,雑穀,農業団体C,0,0
2014-01-01,1,3,豆類,徳島県,豆類,農業団体I,0,0
2014-01-01,1,2,いも類,徳島県,いも類,農業団体E,0,77
2014-01-01,1,4,野菜,徳島県,野菜,農業団体F,0,348
2014-01-01,1,4,果実,徳島県,果実,農業団体E,0,106
2014-01-01,1,6,花き,徳島県,花き,農業団体I,0,39
2014-01-01,1,5,工芸農作物,徳島県,工芸農作物,農業団体G,0,6
2014-01-01,0,0,その他の作物,徳島県,その他の作物,農業団体F,0,12
2014-01-01,2,7,肉用牛,徳島県,肉用牛,農業団体G,0,61
2014-01-01,2,7,生乳,徳島県,生乳,農業団体D,0,36
2014-01-01,2,7,生乳以外の乳用牛,徳島県,生乳以外の乳用牛,農業団体G,0,4
2014-01-01,2,7,豚,徳島県,豚,農業団体D,0,36
2014-01-01,2,7,鶏卵,徳島県,鶏卵,農業団体J,0,25
2014-01-01,2,7,ブロイラー,徳島県,ブロイラー,農業団体A,0,84
2014-01-01,2,7,その他の畜産物,徳島県,その他の畜産物,農業団体I,0,23
2014-01-01,2,8,加工農産物,徳島県,加工農産物,農業団体D,0,1
2014-01-01,1,1,米,香川県,米,農業団体C,0,96
2014-01-01,1,1,麦類,香川県,麦類,農業団体J,0,2
2014-01-01,1,1,雑穀,香川県,雑穀,農業団体H,0,0
2014-01-01,1,3,豆類,香川県,豆類,農業団体E,0,1
2014-01-01,1,2,いも類,香川県,いも類,農業団体F,0,8
2014-01-01,1,4,野菜,香川県,野菜,農業団体I,0,236
2014-01-01,1,4,果実,香川県,果実,農業団体B,0,57
2014-01-01,1,6,花き,香川県,花き,農業団体I,0,29
2014-01-01,1,5,工芸農作物,香川県,工芸農作物,農業団体G,0,4
2014-01-01,0,0,その他の作物,香川県,その他の作物,農業団体F,0,12
2014-01-01,2,7,肉用牛,香川県,肉用牛,農業団体B,0,44
2014-01-01,2,7,生乳,香川県,生乳,農業団体F,0,36
2014-01-01,2,7,生乳以外の乳用牛,香川県,生乳以外の乳用牛,農業団体D,0,5
2014-01-01,2,7,豚,香川県,豚,農業団体I,0,23
2014-01-01,2,7,鶏卵,香川県,鶏卵,農業団体H,0,133
2014-01-01,2,7,ブロイラー,香川県,ブロイラー,農業団体E,0,51
2014-01-01,2,7,その他の畜産物,香川県,その他の畜産物,農業団体H,0,23
2014-01-01,2,8,加工農産物,香川県,加工農産物,農業団体I,0,0
2014-01-01,1,1,米,愛媛県,米,農業団体C,0,126
2014-01-01,1,1,麦類,愛媛県,麦類,農業団体F,0,1
2014-01-01,1,1,雑穀,愛媛県,雑穀,農業団体G,0,0
2014-01-01,1,3,豆類,愛媛県,豆類,農業団体A,0,1
2014-01-01,1,2,いも類,愛媛県,いも類,農業団体D,0,6
2014-01-01,1,4,野菜,愛媛県,野菜,農業団体B,0,198
2014-01-01,1,4,果実,愛媛県,果実,農業団体H,0,452
2014-01-01,1,6,花き,愛媛県,花き,農業団体B,0,36
2014-01-01,1,5,工芸農作物,愛媛県,工芸農作物,農業団体E,0,5
2014-01-01,0,0,その他の作物,愛媛県,その他の作物,農業団体C,0,58
2014-01-01,2,7,肉用牛,愛媛県,肉用牛,農業団体E,0,35
2014-01-01,2,7,生乳,愛媛県,生乳,農業団体G,0,39
2014-01-01,2,7,生乳以外の乳用牛,愛媛県,生乳以外の乳用牛,農業団体J,0,4
2014-01-01,2,7,豚,愛媛県,豚,農業団体I,0,136
2014-01-01,2,7,鶏卵,愛媛県,鶏卵,農業団体H,0,64
2014-01-01,2,7,ブロイラー,愛媛県,ブロイラー,農業団体J,0,22
2014-01-01,2,7,その他の畜産物,愛媛県,その他の畜産物,農業団体G,0,3
2014-01-01,2,8,加工農産物,愛媛県,加工農産物,農業団体D,0,0
2014-01-01,1,1,米,高知県,米,農業団体J,0,99
2014-01-01,1,1,麦類,高知県,麦類,農業団体H,0,0
2014-01-01,1,1,雑穀,高知県,雑穀,農業団体J,0,0
2014-01-01,1,3,豆類,高知県,豆類,農業団体A,0,0
2014-01-01,1,2,いも類,高知県,いも類,農業団体A,0,18
2014-01-01,1,4,野菜,高知県,野菜,農業団体C,0,574
2014-01-01,1,4,果実,高知県,果実,農業団体I,0,100
2014-01-01,1,6,花き,高知県,花き,農業団体I,0,71
2014-01-01,1,5,工芸農作物,高知県,工芸農作物,農業団体H,0,12
2014-01-01,0,0,その他の作物,高知県,その他の作物,農業団体H,0,8
2014-01-01,2,7,肉用牛,高知県,肉用牛,農業団体F,0,14
2014-01-01,2,7,生乳,高知県,生乳,農業団体F,0,25
2014-01-01,2,7,生乳以外の乳用牛,高知県,生乳以外の乳用牛,農業団体E,0,3
2014-01-01,2,7,豚,高知県,豚,農業団体G,0,18
2014-01-01,2,7,鶏卵,高知県,鶏卵,農業団体C,0,10
2014-01-01,2,7,ブロイラー,高知県,ブロイラー,農業団体E,0,8
2014-01-01,2,7,その他の畜産物,高知県,その他の畜産物,農業団体A,0,1
2014-01-01,2,8,加工農産物,高知県,加工農産物,農業団体E,0,1
2014-01-01,1,1,米,福岡県,米,農業団体J,0,349
2014-01-01,1,1,麦類,福岡県,麦類,農業団体D,0,38
2014-01-01,1,1,雑穀,福岡県,雑穀,農業団体B,0,0
2014-01-01,1,3,豆類,福岡県,豆類,農業団体J,0,30
2014-01-01,1,2,いも類,福岡県,いも類,農業団体B,0,8
2014-01-01,1,4,野菜,福岡県,野菜,農業団体H,0,772
2014-01-01,1,4,果実,福岡県,果実,農業団体G,0,266
2014-01-01,1,6,花き,福岡県,花き,農業団体A,0,181
2014-01-01,1,5,工芸農作物,福岡県,工芸農作物,農業団体I,0,31
2014-01-01,0,0,その他の作物,福岡県,その他の作物,農業団体G,0,75
