発売日,ハード,容量(bit),ジャンル,メーカー,タイトル,価格,ジョブカテゴリ,カウント
2000-09-22,2,6,PZL,ジョルダン,ハムスター倶楽部あわせてチュー,"￥3,980","￥4,000代",0
2000-09-22,3,7,SLG,ナグザット,ぼくのキャンプ場,"￥3,980","￥4,000代",0
2000-09-22,3,6,PZL,コンパイル,ぽけっとぷよぷよ～ん,"￥3,980","￥4,000代",0
2000-09-28,3,7,ETC,コナミ,ビートマニアGBガッチャミックス2,"￥4,500","￥4,500代",0
2000-09-29,3,6,ACT,アルトロン,エレベーターアクションEX,"￥4,500","￥4,500代",0
2000-09-29,3,6,ADV,レイアップ,ゴン太のおきらく大冒険,"￥3,980","￥4,000代",0
2000-09-29,2,6,STG,タイトー,スペースインベーダーX,"￥3,980","￥4,000代",0
2000-09-29,3,6,ACT,テクモ,ソロモン,"￥4,300","￥4,500代",0
2000-09-29,2,6,PZL,ナグザット,パズルデショーブヨ！ウータマちゃん,"￥3,800","￥4,000代",0
2000-09-29,3,7,TBL,キングレコード,新世紀エヴァンゲリオン麻雀補完計画,"￥3,980","￥4,000代",0
2000-09-29,3,7,SLG,ビクターインタラクティブソフトウェア,牧場物語GB3ボーイ・ミーツ・ガール,"￥4,200","￥4,000代",0
2000-10-06,3,7,ETC,エム・ティー・オー,カードキャプターさくら～友枝小学校大運動会～,"￥4,280","￥4,500代",0
2000-10-06,3,6,ETC,ヴィアール・ワン,スーパードール・リカちゃんきせかえ大作戦,"￥4,300","￥4,500代",0
2000-10-19,3,6,ACT,コナミ,サイボーグクロちゃん2～ホワイトウッズの逆襲～,"￥4,500","￥4,500代",0
2000-10-20,2,6,ACT,カプコン,ロックマンXサイバーミッション,"￥3,980","￥4,000代",0
2000-10-21,2,7,ADV,任天堂,怪人ゾナー,"￥3,800","￥4,000代",0
2000-10-27,1,6,ETC,イマジニア,合格ボーイGOLD■いアタマを●くする。立体平面図形の達人,"￥3,800","￥4,000代",0
2000-10-27,3,7,SLG,アルトロン,JETでGO！LET'SGOBYAIRLINER,"￥4,500","￥4,500代",0
2000-11-01,3,7,SPT,任天堂,マリオテニスGB,"￥3,800","￥4,000代",0
2000-11-03,2,7,RPG,スマイルソフト,携帯電獣テレファングスピードバージョン,"￥4,700","￥4,500代",0
2000-11-03,2,7,RPG,スマイルソフト,携帯電獣テレファングパワーバージョン,"￥4,700","￥4,500代",0
2000-11-03,3,6,SPT,Jウィング,血と汗と涙の高校野球,"￥4,800","￥5,000代",0
2000-11-10,2,7,RPG,ナムコ,テイルズオブファンタジアなりきりダンジョン,"￥4,500","￥4,500代",0
2000-11-16,3,7,ETC,コナミ,DanceDanceRevolutionGB2,"￥4,800","￥5,000代",0
2000-11-17,2,7,RPG,アトラス,真・女神転生デビルチルドレン赤の書,"￥4,300","￥4,500代",0
2000-11-17,2,7,RPG,アトラス,真・女神転生デビルチルドレン黒の書,"￥4,300","￥4,500代",0
2000-11-17,3,8,RPG,エニックス,ドキドキ伝説魔法陣グルグル,"￥5,900","￥6,000代",0
2000-11-21,3,7,RPG,任天堂,かくれんぼバトルモンスタータクティクス,"￥3,800","￥4,000代",0
2000-11-22,3,6,ETC,コナミ,ポップンミュージックGBディズニーチューンズ,"￥4,500","￥4,500代",0
2000-11-22,3,6,ACT,コナミ,グリンチ,"￥4,500","￥4,500代",0
2000-11-22,3,6,SLG,コナミ,エアフォースデルタ,"￥4,300","￥4,500代",0
2000-11-23,3,6,ACT,タム,それいけ！アンパンマン～5つの塔の王様～,"￥4,500","￥4,500代",0
2000-11-23,3,7,RPG,エニックス,コマンドマスター,"￥5,900","￥6,000代",0
2000-11-24,3,7,RPG,イマジニア,メダロット3パーツコレクションZからの超線状,"￥4,300","￥4,500代",0
2000-11-24,2,6,SLG,バンプレスト,仙界異聞録準提大戦～TVアニメーション「仙界伝封神演義」より～,"￥3,980","￥4,000代",0
2000-11-30,3,6,ACT,コナミ,ハムナプトラ～失われた砂漠の都～,"￥4,300","￥4,500代",0
2000-12-01,3,8,ACT,ユービーアイソフト,ドナルドダックデイジーを救え,"￥4,300","￥4,500代",0
2000-12-01,3,6,ADV,トミー,スーパーミメルGBミメルベアのハッピーメールタウン,"￥3,980","￥4,000代",0
2000-12-01,3,7,RPG,サンライズインタラクティブ,GBハロボッツ,"￥4,800","￥5,000代",0
2000-12-01,3,7,RPG,角川書店,六門天外モンコレナイトGB,"￥4,300","￥4,500代",0
2000-12-02,3,8,SLG,NECインターチャネル,Piaキャロットへようこそ！！2.2,"￥5,300","￥5,500代",0
2000-12-07,3,8,TBL,コナミ,遊戯王デュエルモンスターズ4最強決闘者戦記遊戯デッキ,"￥4,800","￥5,000代",0
2000-12-07,3,8,ETC,コナミ,遊戯王デュエルモンスターズ4最強決闘者戦記海馬デッキ,"￥4,800","￥5,000代",0
2000-12-07,3,8,ETC,コナミ,遊戯王デュエルモンスターズ4最強決闘者戦記城之内デッキ,"￥4,800","￥5,000代",0
2000-12-08,3,6,ETC,ビデオシステム,だぁ！だぁ！だぁ！とつぜん☆カードでバトルで占いで！？,"￥4,500","￥4,500代",0
2000-12-08,3,9,SLG,サイバーフロント,電車でGO！2,"￥5,200","￥5,000代",0
2000-12-08,2,7,TBL,キングレコード,でじこの麻雀パーティ,"￥3,980","￥4,000代",0
2000-12-08,3,8,RPG,エニックス,ドラゴンクエスト3そして伝説へ・・・,"￥6,400","￥6,500代",0
2000-12-14,3,7,RPG,任天堂,ポケットモンスタークリスタルバージョン,"￥3,800","￥4,000代",244
2000-12-15,3,6,SLG,エム・ティー・オー,なかよしクッキングシリーズ1おいしいケーキ屋さん,"￥3,980","￥4,000代",0
2000-12-15,2,7,RPG,ナムコ,攻めCOMダンジョンドルルルアーガ,"￥4,500","￥4,500代",0
2000-12-15,2,8,SLG,ジョルダン,ハムスター倶楽部2,"￥4,300","￥4,500代",0
2000-12-15,3,8,SLG,アトラス,ハムスターパラダイス3ちゅりー,"￥4,300","￥4,500代",0
2000-12-16,2,7,ADV,バンプレスト,金田一少年の事件簿～10年目の招待状～,"￥4,500","￥4,500代",0
2000-12-20,3,6,ETC,小学館/エポック社,ドラえもんのスタディボーイ九九ゲーム,"￥3,980","￥4,000代",0
2000-12-21,3,6,ACT,コナミ,がんばれゴエモン～星空士ダイナマイッツあらわる！！～,"￥4,800","￥5,000代",0
2000-12-22,3,6,PZL,タイトー,パズルボブルミレニアム,"￥4,200","￥4,000代",0
2000-12-22,3,7,ADV,エポック社,シルバニアファミリー2色づく森のファンタジー,"￥3,980","￥4,000代",0
2000-12-22,3,6,RPG,スターフィッシュ,ウィザードリィエンパイア～復活の杖～,"￥3,980","￥4,000代",0
2000-12-22,2,7,RPG,タイトー,かわいいペットショップ物語2,"￥4,200","￥4,000代",0
2000-12-22,3,8,RPG,ハドソン,グランディアパラレルトリッパーズ,"￥4,500","￥4,500代",0
2001-01-01,3,7,RPG,ハドソン,桃太郎伝説1→2,"￥4,300","￥4,500代",0
2001-01-01,3,8,SLG,Jウィング,あにまるぶり～だ～4,"￥4,800","￥5,000代",0
2001-01-12,3,6,ETC,小学館/エポック社,ドラえもんのスタディボーイ学習漢字ゲーム,"￥3,980","￥4,000代",0
2001-01-21,3,8,ACT,任天堂,ドンキーコング2001,"￥3,800","￥4,000代",0
2001-01-26,3,7,RPG,タカラ,ブレイブサーガ新章アスタリア,"￥4,800","￥5,000代",0
2001-01-26,3,7,ADV,マーベラスエンターテイメント,ラブひなパーティー,"￥4,500","￥4,500代",0
2001-02-02,3,6,ACT,コーエー,サムライキッド,"￥3,980","￥4,000代",0
2001-02-08,3,7,ETC,コナミ,おはスタDanceDanceRevolutionGB,"￥4,800","￥5,000代",0
2001-02-09,3,7,RPG,イマジニア,へろへろくん,"￥4,800","￥5,000代",0
2001-02-09,3,6,TBL,アテナ,勝負師伝説哲也新宿天運編,"￥4,700","￥4,500代",0
2001-02-15,3,7,ETC,コナミ,DanceDanceRevolutionGB3,"￥4,800","￥5,000代",0
2001-02-16,3,6,PZL,ジョルダン,ポップンポップ,"￥3,800","￥4,000代",0
2001-02-16,3,6,SLG,エム・ティー・オー,なかよしペットシリーズ4かわいい仔猫,"￥4,200","￥4,000代",0
2001-02-22,3,8,SPT,コナミ,筋肉番付GB3～新世紀サバイバル列伝！～,"￥4,800","￥5,000代",0
2001-02-23,3,6,ACT,アルトロン,フロントライン～TheNextMission～,"￥4,200","￥4,000代",0
2001-02-23,2,7,SLG,ナムコ,ポケットキング,"￥4,500","￥4,500代",0
2001-02-23,3,7,TBL,メディアファクトリー,スーパーロボットピンボール,"￥4,500","￥4,500代",0
2001-02-23,3,6,RPG,アスキー,ウィザードリィ,"￥4,500","￥4,500代",0
2001-02-23,3,6,RPG,アスキー,ウィザードリィIIリルガミンの遺産,"￥4,500","￥4,500代",0
2001-02-23,3,6,RPG,アスキー,ウィザードリィIIIダイアモンドの騎士,"￥4,500","￥4,500代",0
2001-02-23,2,6,ETC,カプコン,笑う犬の冒険SILLYGOLUCKY！,"￥4,300","￥4,500代",0
2001-02-27,3,6,ACT,任天堂,ゼルダの伝説ふしぎの木の実～大地の章～,"￥3,800","￥4,000代",0
2001-02-27,3,6,ACT,任天堂,ゼルダの伝説ふしぎの木の実～時空の章～,"￥3,800","￥4,000代",0
2001-02-27,3,8,ETC,クリーチャーズ,ちっちゃいエイリアン,"￥4,800","￥5,000代",0
2001-03-02,3,6,RPG,タイトー,ザ・ブラックオニキス,"￥4,500","￥4,500代",0
2001-03-09,2,7,ETC,アルファドリーム,コトバトル天外の守人,"￥4,500","￥4,500代",0
2001-03-09,3,7,ADV,マーベラスエンターテイメント,無敵王トライゼノン,"￥4,300","￥4,500代",0
2001-03-09,2,8,RPG,エニックス,ドラゴンクエストモンスターズ2マルタのふしぎな鍵ルカの旅立ち,"￥6,400","￥6,500代",157
2001-03-15,3,6,RAC,コナミ,ウディウッドペッカーのゴー！ゴー！レーシング,"￥4,500","￥4,500代",0
2001-03-16,3,7,RPG,イマジニア,スペースネットコスモレッド,"￥4,800","￥5,000代",0
2001-03-16,3,7,RPG,イマジニア,スペースネットコスモブルー,"￥4,800","￥5,000代",0
2001-03-16,2,6,RPG,エポック社,ドラえもんきみとペットの物語,"￥4,300","￥4,500代",0
2001-03-23,3,8,RPG,イマジニア,メダロット4カブトバージョン,"￥4,500","￥4,500代",0
2001-03-23,3,8,RPG,イマジニア,メダロット4クワガタバージョン,"￥4,500","￥4,500代",0
2001-03-23,3,6,ETC,Jウィング,幻想魔伝最遊記砂漠の四神,"￥4,980","￥5,000代",0
2001-03-23,3,7,SLG,ビクターインタラクティブソフトウェア ,きせかえシリーズ2おしゃれ日記,"￥4,200","￥4,000代",0
2001-03-23,3,6,RPG,アスク/ポリゴンマジック,忍たま乱太郎忍術学園に入学しようの段,"￥4,500","￥4,500代",0
2001-03-28,3,7,ETC,ポケモン,ポケモンカードGB2GR団参上！,"￥3,900","￥4,000代",0
2001-03-29,3,7,ETC,コナミ,DanceDanceRevolutionGBディズニーミックス,"￥4,800","￥5,000代",0
2001-03-30,3,6,ACT,イマジニア,ハローキティとディアダニエルのドリームアドベンチャー,"￥4,500","￥4,500代",0
2001-03-30,3,6,ACT,カプコン,ストリートファイターアルファ,"￥4,300","￥4,500代",0
2001-03-30,1,6,ETC,イマジニア,合格ボーイGOLD■いアタマを●くする。整数小数分数単位計算の達人,"￥3,800","￥4,000代",0
2001-03-30,1,6,ETC,イマジニア,合格ボーイGOLD■いアタマを●くする。読み書き筆順熟語漢字の達人,"￥3,800","￥4,000代",0
2001-03-30,3,7,RPG,メヒアファクトリー,アニマスターGB,"￥3,980","￥4,000代",0
2001-04-12,2,8,RPG,エニックス,ドラゴンクエストモンスターズ2マルタのふしぎな鍵イルの冒険,"￥6,400","￥6,500代",157
2001-04-12,3,8,RPG,ゲームビレッジ,クロスハンター～エックス・ハンターバージョン～,"￥4,800","￥5,000代",0
2001-04-12,3,8,RPG,ゲームビレッジ,クロスハンター～トレジャー・ハンターバージョン～,"￥4,800","￥5,000代",0
2001-04-12,3,8,RPG,ゲームビレッジ,クロスハンター～モンスター・ハンターバージョン～,"￥4,800","￥5,000代",0
2001-04-12,3,6,ACT,コナミ,ハンター×ハンター～禁断の秘宝～,"￥4,500","￥4,500代",0
2001-04-13,3,6,ADV,タム,おいでラスカル,"￥4,500","￥4,500代",0
2001-04-20,3,6,SLG,エム・ティー・オー,なかよしクッキングシリーズ(2)おいしいパン屋さん,"￥4,200","￥4,000代",0
2001-04-21,3,7,ADV,任天堂,とっとこハム太郎2ハムちゃんず大集合でちゅ,"￥3,800","￥4,000代",0
2001-04-21,0,0,?,任天堂,ゴルフランド(未発売),?,#VALUE!,0
2001-04-27,3,6,ETC,J・ウイング,ぐるぐるタウンはなまるくん,"￥4,980","￥5,000代",0
2001-04-27,3,8,TBL,エルフ,雀級生コスプレ★パラダイス,"￥4,800","￥5,000代",0
2001-04-27,2,8,RPG,バンプレスト,FromTVanimationONEPIECE夢のルフィ海賊団誕生！,"￥4,500","￥4,500代",0
2001-04-27,3,6,ACT,サクセス,X-MENMUTANTACADEMY,"￥3,980","￥4,000代",0
2001-04-27,3,7,TBL,タカラ,DX人生ゲーム,"￥4,500","￥4,500代",0
2001-04-27,3,6,ACT,サクセス,スパイダーマン,"￥3,980","￥4,000代",0
2001-04-27,3,6,SLG,エム・ティー・オー,なかよしペットシリーズ(5)かわいいハムスター2,"￥4,200","￥4,000代",0
2001-05-01,3,8,SPT,任天堂,モバイルゴルフ,"￥5,800","￥6,000代",0
2001-05-25,2,8,ETC,メディアファクトリー,DTLordsofGenomes,"￥4,500","￥4,500代",0
2001-06-01,2,7,ADV,バンプレスト,名探偵コナン～呪われた航路～,"￥4,500","￥4,500代",0
2001-06-15,3,7,RPG,トミー,ZOIDS～白銀の獣機神ライガーゼロ～,"￥4,500","￥4,500代",0
2001-06-20,3,6,SPT,アンフォグラム ハドソン,スヌーピーテニス,"￥4,300","￥4,500代",0
2001-06-28,2,8,RPG,エニックス,スターオーシャンブルースフィア,"￥5,800","￥6,000代",0
2001-06-29,3,6,SLG,エム・ティー・オー,なかよしクッキングシリーズ(3)楽しいお弁当,"￥4,200","￥4,000代",0
2001-06-29,3,7,ETC,カプコン,ガイアマスターDUELカードアタッカーズ,"￥4,300","￥4,500代",0
2001-07-12,3,6,ETC,コナミ,ネットでゲットミニゲーム@100,"￥5,800","￥6,000代",0
2001-07-13,3,6,SLG,ナウプロダクション,データナビプロ野球2,"￥4,300","￥4,500代",0
2001-07-19,3,7,ETC,アスキー,つりいこっ！！,"￥4,500","￥4,500代",0
2001-07-19,3,8,RPG,チュンソフト,不思議のダンジョン風来のシレンGB2砂漠の魔城,"￥4,500","￥4,500代",0
2001-07-19,3,6,ACT,カプコン,ロックマンX2ソウルイレイザー,"￥3,980","￥4,000代",0
2001-07-20,3,7,SLG,TDKコア,マクドナルド物語ほのぼの店長育成ゲーム,"￥4,500","￥4,500代",0
2001-07-20,3,7,SPT,エポック社,Jリーグエキサイトステージタクティクス,"￥4,300","￥4,500代",0
2001-07-20,3,8,ETC,エンターブレイン,うちゅう人田中太郎でRPGツクールGB2,"￥5,200","￥5,000代",0
2001-07-26,3,8,ETC,コナミ,超GALS！寿蘭,"￥4,800","￥5,000代",0
2001-07-27,3,7,ADV,TDKコア,花より男子AnotherLoveStory,"￥4,500","￥4,500代",0
2001-07-27,3,7,RPG,アトラス,真・女神転生デビルチルドレン白の章,"￥4,500","￥4,500代",0
2001-07-27,3,7,RPG,エンターブレイン,真・女神転生トレーディングカードサマナー,"￥5,200","￥5,000代",0
2001-07-27,3,7,ADV,ブロッコリー,爆転シュートベイブレード,"￥4,800","￥5,000代",0
2001-07-30,3,7,RPG,Jウィング,昆虫博士3,"￥4,980","￥5,000代",0
2001-07-31,3,7,RPG,ハドソン,桃太郎伝説1→2HUDSONTHEBEST,"￥2,800","￥3,000代",0
2001-08-10,3,7,PZL,プライムシステム,ニセモンパズルdaモンフェロモン救出大作戦！,"￥4,800","￥5,000代",0
2001-08-10,3,7,TBL,イマジニア,バッドばつ丸ロボバトル,"￥4,500","￥4,500代",0
2001-08-10,3,6,TBL,エポック社,ちびまる子ちゃんご町内みんなでゲームだよ！,"￥4,300","￥4,500代",0
2001-08-24,3,8,ETC,Jウィング,ポケットクッキング,"￥4,800","￥5,000代",0
2001-08-30,3,6,SLG,ハドソン,ゲームボーイウォーズ3,"￥3,800","￥4,000代",0
2001-09-07,3,7,RPG,タイトー,エストポリス伝記～よみがえる伝説～,"￥4,800","￥5,000代",0
2001-09-14,3,7,SLG,サクセス,全日本少年サッカー大会めざせ日本一,"￥4,800","￥5,000代",0
2001-09-17,3,7,ETC,ジャガーインターナショナルコーポレーション,マリオファミリー(ジャガーミシン刺しゅう専用ソフト),"￥6,800","￥7,000代",0
2001-09-21,3,7,ETC,ジョルダン,ハムスター倶楽部おしえまチュー,"￥4,300","￥4,500代",0
2001-09-28,3,8,SLG,アトラス,ハムスターパラダイス4,"￥4,500","￥4,500代",0
2001-09-30,3,6,ETC,タム,きかんしゃトーマスソドーとうのなかまたち,"￥4,500","￥4,500代",0
2001-10-12,3,7,SLG,イマジニア,激走！ダンガンレーサー,"￥4,600","￥4,500代",0
2001-10-26,2,7,ADV,ビクターインタラクティブソフトウェア,ドキ×ドキさせて！！,"￥4,200","￥4,000代",0
2001-11-01,3,8,RPG,コナミ,仰天人間バトシーラードクトル・ガイの野望,"￥4,800","￥5,000代",0
2001-11-02,3,7,RPG,スマイルソフト,ネットワーク冒険記バグサイト・アルファバージョン,"￥4,800","￥5,000代",0
2001-11-02,3,7,RPG,スマイルソフト,ネットワーク冒険記バグサイト・ベータバージョン,"￥4,800","￥5,000代",0
2001-11-16,3,6,SLG,エム・ティー・オー,なかよしクッキングシリーズ(4)たのしいデザート,"￥4,200","￥4,000代",0
2001-11-22,3,6,RAC,シスコンエンタテイメント,チキチキマシン猛レース,"￥3,600","￥3,500代",0
2001-12-01,3,8,ACT,エレクトロニック・アーツ・スクウェア,ハリー・ポッターと賢者の石,"￥4,800","￥5,000代",0
2001-12-06,3,8,ADV,セガ,サクラ大戦GB2サンダーボルト作戦,"￥4,800","￥5,000代",0
2001-12-13,3,7,ADV   ,ハドソン,ミニー＆フレンズ夢の国をさがして,"￥4,800","￥5,000代",0
2001-12-14,3,7,ACT,シスコンエンタテイメント,LOONEYTUNESCOLLECTORマーシャンクエスト！,"￥4,500","￥4,500代",0
2001-12-14,3,8,RPG,イマジニア,メダロット5すすたけ村の転校生カブトバージョン,"￥4,800","￥5,000代",0
2001-12-14,3,8,RPG,イマジニア,メダロット5すすたけ村の転校生クワガタバージョン,"￥4,800","￥5,000代",0
2001-12-14,3,7,ACT,シスコンエンタテイメント,ルーニー・テューンズコレクターマーシャンクエスト！,"￥3,700","￥3,500代",0
2001-12-21,3,6,SLG,キラット,わたしのキッチン,"￥3,980","￥4,000代",0
2001-12-21,3,8,RPG,キングレコード,シャーマンキング超・占事略決ふんばり編,"￥3,980","￥4,000代",0
2001-12-21,3,8,RPG,キングレコード,シャーマンキング超・占事略決メラメラ編,"￥3,980","￥4,000代",0
2001-12-21,3,7,ETC,ビクター,きせかえハムスター,"￥4,200","￥4,000代",0
2001-12-21,3,7,ADV,エポック社,シルバニアファミリー3～星ふる夜のすなどけい～,"￥4,300","￥4,500代",0
2001-12-24,2,4,TBL,ポニーキャニオン,将棋3,"￥4,800","￥5,000代",0
2002-02-07,3,8,PZL,コナミ,超GALS！寿蘭2ミラクル→ゲッティング,"￥4,800","￥5,000代",0
2002-02-21,3,7,ADV   ,ハドソン,Dr.リンにきいてみて！恋のリン風水！,"￥3,980","￥4,000代",0
2002-03-01,1,0,ETC,IEインスティテュート,合格ボーイシリーズ■いアタマを●くする。算数バトル編スペシャルエディション,"￥2,680","￥2,500代",0
2002-03-01,1,0,ETC,IEインスティテュート,合格ボーイシリーズ■いアタマを●くする。社会バトル編スペシャルエディション,"￥2,680","￥2,500代",0
2002-03-01,1,0,ETC,IEインスティテュート,合格ボーイシリーズ■いアタマを●くする。国語バトル編スペシャルエディション,"￥2,680","￥2,500代",0
2002-03-01,1,0,ETC,IEインスティテュート,合格ボーイシリーズ■いアタマを●くする。理科バトル編スペシャルエディション,"￥2,680","￥2,500代",0
2002-03-01,1,0,ETC,IEインスティテュート,合格ボーイGOLD■いアタマを●くする。国語算数理科社会常識の書スペシャルエディション,"￥3,800","￥4,000代",0
2002-03-02,3,8,ETC,エム・ティー・オー,ハローキティのハッピーハウス,"￥4,500","￥4,500代",0
2002-03-08,3,8,RPG,タイトー,モン★スタートラベラー,"￥4,300","￥4,500代",0
2002-03-29,3,6,ETC,オメガ・プロジェクト,あざらし戦隊イナズマ～どきどき大作戦！？～,"￥3,980","￥4,000代",0
2002-03-29,3,7,ACT,カプコン,バイオハザード外伝,"￥4,200","￥4,000代",0
2002-04-05,3,8,SLG,エム・ティー・オー,なかよしクッキングシリーズ(5)こむぎちゃんのケーキをつくろう！,"￥4,200","￥4,000代",0
2002-04-18,3,7,SLG,グローバル・A・エンタテインメン,冒険！ドンドコ島,"￥4,300","￥4,500代",0
2002-04-26,3,6,SLG,キラット,わたしのレストラン,"￥3,980","￥4,000代",0
2002-06-28,2,8,RPG,バンプレスト,FromTVanimationONEPIECE幻のグランドライン冒険記！,"￥4,500","￥4,500代",0
2002-07-26,3,7,SLG,デジタルキッズ,昆虫ファイターズ,"￥4,200","￥4,000代",0
2002-08-09,3,7,ETC,バンプレスト,ドラゴンボールZ伝説の超戦士たち,"￥4,500","￥4,500代",0
2002-08-09,3,8,ETC,カルチャーブレーン,ハムスター物語GB+マジハームの魔法少女,"￥3,980","￥4,000代",0
2002-10-04,3,6,ETC,小学館/エポック社,ドラえもんのクイズボーイ2,"￥3,980","￥4,000代",0
2003-06-05,3,8,ETC,Jウィング,漢字BOY3,"￥4,980","￥5,000代",0
2003-07-18,3,6,ETC,小学館/エポック社,ドラえもんのスタディボーイかんじよみかきマスター,"￥3,980","￥4,000代",0
2003-09-01,1,0,ETC,IEインスティテュート,合格ボーイGOLD■いアタマを●くする。整数小数分数単位計算の達人スペシャルエディション,"￥3,800","￥4,000代",0
2003-12-01,1,0,ETC,IEインスティテュート,合格ボーイGOLD■いアタマを●くする。整数小数分数単位漢字の達人スペシャルエディション,"￥3,800","￥4,000代",0
2004-01-01,2,6,PZL,サンソフト,上海Pocketカラー,?,?,0
2004-01-01,1,1,?,イマジニア,内祝兄弟神技のパズルゲーム,非売品,非売品,0
2004-01-01,2,6,ETC,ジャガーインターナショナルコーポレーション,RakuxRaku-Mishin,?,?,0
2004-01-01,2,6,?,ハドソン,ロボットポンコッツコミックボンボンスペシャルバージョン,非売品,非売品,0
2004-01-01,3,7,?,ボトムアップ,グランデュエル体験版,非売品,非売品,0
2004-01-01,3,7,?,ハドソン,ボンバーマンMAXAINバージョン,非売品,非売品,0
2004-01-01,3,7,ETC,任天堂,モバイルトレーナー,?,?,0
@CsvOptions:,,,,,,,,
dataType=0,,,,,,,,
title=「ゲームボーイ」ソフト一覧,,,,,,,,
dataReference=<ul><li><a target%3d'_blank' href%3d'http://pasofami.game.coocan.jp/game/game.htm'>各種ゲーム機 カセット・ソフトタイトルリスト@pasofami</a></li><li><a target%3d'_blank' href%3d'http://www.gamegyokai.com/rank/gb.htm'>ゲームボーイソフト販売本数@ゲーム業界.com</a></li><li>wikipedia</ul>,,,,,,,,
detailType=city,,,,,,,,
isMakeAutocompleteData=1,,,,,,,,
chartName[imagePath]=/img/game/maker,,,,,,,,
chartName[imageTooltip]=img,,,,,,,,
chartCity[imagePath]=/img/game/gb,,,,,,,,
chartCity[imageTooltip]=all,,,,,,,,
chartCity[orderYmd]=1,,,,,,,,
chartCity[orderUI]=1,,,,,,,,
chartDate[elasticY]=0,,,,,,,,
chartDate[width]=1000,,,,,,,,
chartDate[format]=YYYY,,,,,,,,
"chartAge[unit]=[""不明"",""256K"",""512K"",""1M"",""2M"",""4M"",""8M"",""16M"",""32M"",""64M""]",,,,,,,,
"chartSex[unit]=[""不明"",""GameBoy"",""Color対応"",""GameBoyColor""]",,,,,,,,
editUrl=https://docs.google.com/spreadsheets/d/1FimoIC_mOp46aICiz3XClFvZomNDjTAQhHzHdbLR3iE
