日付,🔖性別,年齢,🔖好きな季節,🔖居住タイプ,🔖教育レベル,🔖好みのアクティビティ,未使用,カウント,山までの距離(マイル),ビーチまでの距離(マイル),旅行頻度,年収($),休暇予算($),🔖ペット,🔖環境への懸念
2024-09-01,1,26,winter,rural,high school,hiking,0,1,0,249,2,46496,3378,0,1
2024-09-01,1,58,summer,urban,master,hiking,0,1,220,129,9,47057,1593,1,0
2024-09-01,1,52,summer,urban,bachelor,sunbathing,0,1,211,12,7,49818,714,1,0
2024-09-01,0,36,summer,suburban,master,sunbathing,0,1,225,56,9,105169,2445,0,0
2024-09-01,1,65,winter,rural,high school,swimming,0,1,149,252,2,77248,1579,0,0
2024-09-01,2,33,fall,rural,master,sunbathing,0,1,258,73,1,40208,4273,0,1
2024-09-01,2,20,spring,rural,doctorate,hiking,0,1,170,183,1,119443,1093,1,1
2024-09-01,2,37,fall,rural,bachelor,swimming,0,1,29,58,6,88422,4188,0,0
2024-09-01,0,41,spring,rural,high school,skiing,0,1,265,78,2,38149,1180,0,0
2024-09-01,1,50,winter,suburban,bachelor,swimming,0,1,164,111,0,27835,4291,0,0
2024-09-01,0,41,spring,rural,doctorate,hiking,0,1,154,113,5,29375,3595,1,0
2024-09-01,2,69,summer,suburban,bachelor,skiing,0,1,259,264,8,105511,1067,0,1
2024-09-01,1,28,spring,rural,bachelor,hiking,0,1,234,251,3,51531,3702,1,1
2024-09-01,0,66,spring,urban,master,hiking,0,1,51,113,8,56959,3817,0,1
2024-09-01,1,25,winter,urban,bachelor,skiing,0,1,246,295,0,74395,4777,0,0
2024-09-01,1,53,winter,suburban,doctorate,sunbathing,0,1,131,150,2,115087,2335,1,0
2024-09-01,0,55,winter,rural,doctorate,swimming,0,1,205,276,7,60642,1190,1,0
2024-09-01,2,57,winter,rural,doctorate,skiing,0,1,21,190,7,72870,781,0,0
2024-09-01,0,37,summer,rural,high school,swimming,0,1,251,4,5,58021,4747,1,1
2024-09-01,0,52,winter,rural,high school,sunbathing,0,1,215,17,5,22524,2474,1,0
2024-09-01,2,65,winter,rural,doctorate,skiing,0,1,149,98,5,87756,4661,0,1
2024-09-01,0,42,summer,suburban,bachelor,skiing,0,1,146,271,9,66778,4829,0,0
2024-09-01,1,52,fall,suburban,master,hiking,0,1,126,58,5,110426,3127,0,0
2024-09-01,2,42,summer,rural,master,skiing,0,1,52,98,2,114040,2593,1,0
2024-09-01,0,46,winter,suburban,high school,sunbathing,0,1,293,97,1,91460,1873,1,0
2024-09-01,1,35,summer,suburban,master,skiing,0,1,80,260,4,41585,3917,1,1
2024-09-01,2,63,fall,suburban,doctorate,hiking,0,1,45,219,5,42467,2634,1,1
2024-09-01,0,35,fall,rural,high school,sunbathing,0,1,252,157,2,75286,2461,1,0
2024-09-01,2,19,fall,urban,bachelor,swimming,0,1,18,169,7,48224,1656,1,1
2024-09-01,1,52,fall,rural,bachelor,swimming,0,1,108,255,6,117632,1428,0,0
2024-09-01,1,33,spring,urban,master,skiing,0,1,270,167,3,42427,501,1,1
2024-09-01,2,58,summer,suburban,high school,sunbathing,0,1,246,248,0,25970,1400,1,1
2024-09-01,1,53,summer,urban,high school,hiking,0,1,231,161,7,88704,1756,1,1
2024-09-01,1,50,fall,urban,high school,skiing,0,1,232,67,0,31022,3307,1,0
2024-09-01,2,21,spring,rural,high school,skiing,0,1,219,106,4,107276,4517,1,1
2024-09-01,2,50,winter,urban,master,hiking,0,1,146,118,4,22390,4875,1,0
2024-09-01,0,31,fall,rural,high school,hiking,0,1,175,260,6,79046,3081,1,1
2024-09-01,0,38,spring,suburban,doctorate,sunbathing,0,1,228,7,1,118765,4802,0,0
2024-09-01,2,65,summer,rural,high school,sunbathing,0,1,104,50,4,104300,2950,0,1
2024-09-01,1,37,spring,suburban,high school,sunbathing,0,1,251,214,7,33287,1888,1,0
2024-09-01,1,25,summer,urban,high school,skiing,0,1,186,244,4,43835,1098,0,0
2024-09-01,2,24,winter,suburban,bachelor,swimming,0,1,214,178,9,109502,2130,0,1
2024-09-01,2,20,winter,rural,bachelor,hiking,0,1,250,123,4,41131,1510,0,1
2024-09-01,2,34,fall,urban,high school,skiing,0,1,85,36,4,87852,636,1,0
2024-09-01,1,50,spring,urban,doctorate,sunbathing,0,1,77,161,9,81954,2729,0,0
2024-09-01,0,65,summer,suburban,bachelor,hiking,0,1,21,58,7,100446,4025,0,0
2024-09-01,0,29,fall,urban,master,hiking,0,1,84,278,6,35423,1346,0,0
2024-09-01,1,68,winter,rural,high school,skiing,0,1,134,153,3,109419,3044,0,1
2024-09-01,0,39,winter,suburban,doctorate,skiing,0,1,51,161,7,52596,4503,1,1
2024-09-01,2,39,spring,urban,doctorate,swimming,0,1,136,70,2,72349,4368,0,1
2024-09-01,2,63,fall,urban,master,hiking,0,1,178,217,9,50529,3595,1,0
2024-09-01,1,47,spring,rural,master,skiing,0,1,35,244,5,45951,2352,1,1
2024-09-01,1,55,summer,urban,doctorate,swimming,0,1,155,171,3,52712,2400,1,1
2024-09-01,2,55,winter,urban,bachelor,sunbathing,0,1,232,177,1,60592,2579,1,0
2024-09-01,2,62,spring,suburban,bachelor,sunbathing,0,1,58,201,0,80536,4735,1,0
2024-09-01,1,68,summer,suburban,doctorate,swimming,0,1,265,293,8,30295,1706,1,1
2024-09-01,1,25,winter,suburban,bachelor,hiking,0,1,296,28,3,42641,2380,0,0
2024-09-01,2,44,summer,suburban,high school,hiking,0,1,245,151,8,102642,689,1,1
2024-09-01,2,44,fall,rural,master,hiking,0,1,293,148,6,104486,3154,1,0
2024-09-01,0,51,summer,urban,master,swimming,0,1,113,281,0,39363,4395,0,0
2024-09-01,0,38,spring,rural,bachelor,hiking,0,1,220,8,9,43847,2053,1,0
2024-09-01,2,47,summer,urban,bachelor,hiking,0,1,297,125,4,21193,1698,0,0
2024-09-01,1,50,summer,urban,high school,sunbathing,0,1,252,289,5,40643,910,1,1
2024-09-01,0,45,fall,rural,high school,sunbathing,0,1,292,59,7,76176,2423,0,0
2024-09-01,0,64,spring,suburban,doctorate,hiking,0,1,144,213,5,58694,2259,0,1
2024-09-01,2,50,spring,rural,bachelor,swimming,0,1,27,259,7,73112,2627,1,1
2024-09-01,1,22,summer,urban,bachelor,sunbathing,0,1,198,175,0,106767,1951,1,0
2024-09-01,1,65,winter,urban,bachelor,skiing,0,1,208,91,2,58615,3257,0,0
2024-09-01,2,36,summer,urban,master,sunbathing,0,1,76,9,0,113769,1635,0,1
2024-09-01,1,21,summer,suburban,high school,swimming,0,1,17,69,8,22890,2302,0,1
2024-09-01,2,52,spring,suburban,master,sunbathing,0,1,222,66,4,114053,3574,1,0
2024-09-01,1,66,summer,rural,bachelor,hiking,0,1,296,228,2,71029,1380,1,0
2024-09-01,2,34,winter,urban,doctorate,skiing,0,1,11,14,1,35159,1033,1,0
2024-09-01,1,61,fall,urban,high school,hiking,0,1,14,33,6,34750,3015,0,1
2024-09-01,2,45,fall,rural,bachelor,swimming,0,1,11,251,1,35616,886,0,0
2024-09-01,2,47,spring,rural,master,hiking,0,1,253,299,2,102866,4404,1,0
2024-09-01,1,46,summer,rural,high school,sunbathing,0,1,33,230,5,77535,2840,0,1
2024-09-01,2,63,winter,suburban,high school,hiking,0,1,8,70,3,60172,2852,1,1
2024-09-01,0,23,summer,suburban,bachelor,hiking,0,1,148,195,7,81136,2194,0,1
2024-09-01,1,52,fall,urban,doctorate,sunbathing,0,1,239,266,6,49023,3524,1,1
2024-09-01,2,58,summer,suburban,bachelor,swimming,0,1,5,297,6,36244,3763,1,0
2024-09-01,1,54,winter,suburban,master,skiing,0,1,89,262,2,52515,3177,1,0
2024-09-01,1,41,summer,rural,master,sunbathing,0,1,243,135,7,80154,2324,0,0
2024-09-01,2,46,spring,urban,master,skiing,0,1,152,298,7,119374,770,1,1
2024-09-01,0,66,fall,suburban,doctorate,sunbathing,0,1,286,93,7,108412,2262,0,1
2024-09-01,1,63,summer,urban,high school,sunbathing,0,1,53,161,3,22857,1661,0,1
2024-09-01,0,48,winter,rural,bachelor,sunbathing,0,1,58,43,2,90606,1572,1,1
2024-09-01,0,52,winter,rural,high school,hiking,0,1,201,98,2,118456,1379,0,1
2024-09-01,2,50,fall,urban,high school,hiking,0,1,45,210,2,119954,3023,0,1
2024-09-01,2,69,spring,urban,high school,skiing,0,1,279,37,4,105890,4755,1,0
2024-09-01,1,38,winter,urban,high school,swimming,0,1,225,240,4,119634,2855,0,0
2024-09-01,2,49,fall,urban,doctorate,swimming,0,1,13,16,8,67371,4279,1,0
2024-09-01,1,40,spring,rural,master,skiing,0,1,127,207,0,82375,3694,1,0
2024-09-01,1,50,winter,urban,master,hiking,0,1,35,191,0,115519,3113,1,0
2024-09-01,0,20,winter,urban,doctorate,hiking,0,1,232,228,4,46929,2382,0,1
2024-09-01,2,35,summer,rural,doctorate,swimming,0,1,128,161,1,47715,1528,1,0
2024-09-01,2,42,spring,rural,bachelor,skiing,0,1,204,100,5,118588,4029,0,1
2024-09-01,1,59,spring,suburban,doctorate,sunbathing,0,1,275,283,2,38974,2333,1,1
2024-09-01,0,48,fall,rural,bachelor,hiking,0,1,225,221,3,91135,1548,0,1
2024-09-01,2,20,spring,suburban,bachelor,skiing,0,1,26,63,3,48695,3976,0,1
2024-09-01,0,57,fall,suburban,doctorate,hiking,0,1,265,284,5,64042,4187,0,1
2024-09-01,0,63,winter,suburban,master,skiing,0,1,277,283,4,26782,4142,1,0
2024-09-01,1,41,fall,urban,doctorate,swimming,0,1,218,290,9,47933,4214,0,0
2024-09-01,2,67,spring,urban,high school,hiking,0,1,239,189,1,47632,4018,1,0
2024-09-01,2,49,summer,suburban,high school,sunbathing,0,1,110,281,3,106802,2828,1,0
2024-09-01,2,64,fall,suburban,high school,sunbathing,0,1,118,35,4,98597,1788,1,0
2024-09-01,0,39,fall,urban,bachelor,swimming,0,1,101,57,4,75425,3638,1,0
2024-09-01,2,40,fall,suburban,bachelor,sunbathing,0,1,229,165,9,57606,4534,1,0
2024-09-01,1,19,winter,suburban,high school,sunbathing,0,1,66,65,1,91442,643,1,1
2024-09-01,0,44,spring,suburban,high school,sunbathing,0,1,152,253,0,110351,1174,0,0
2024-09-01,2,59,spring,suburban,doctorate,swimming,0,1,50,118,6,27719,3098,1,1
2024-09-01,0,19,fall,rural,doctorate,skiing,0,1,41,193,2,44721,4114,0,1
2024-09-01,0,43,spring,suburban,doctorate,hiking,0,1,238,71,4,29507,1599,0,1
2024-09-01,0,34,fall,urban,doctorate,skiing,0,1,296,247,8,50007,3629,1,1
2024-09-01,1,57,spring,rural,bachelor,skiing,0,1,57,158,1,69459,4287,0,1
2024-09-01,2,50,fall,urban,master,skiing,0,1,118,134,7,77141,4041,1,1
2024-09-01,2,26,winter,rural,doctorate,sunbathing,0,1,241,258,4,70036,4331,0,0
2024-09-01,0,60,summer,urban,bachelor,hiking,0,1,139,249,6,27797,4615,1,0
2024-09-01,2,65,spring,urban,bachelor,skiing,0,1,274,203,6,94353,3646,0,0
2024-09-01,0,56,spring,rural,doctorate,hiking,0,1,230,169,3,79923,1153,0,1
2024-09-01,0,46,summer,rural,high school,swimming,0,1,188,141,6,112388,3596,1,1
2024-09-01,0,59,spring,rural,high school,swimming,0,1,214,288,5,76101,1361,0,0
2024-09-01,1,43,spring,urban,high school,swimming,0,1,252,156,8,74291,4273,1,1
2024-09-01,2,52,winter,urban,bachelor,sunbathing,0,1,246,223,9,104227,4590,0,1
2024-09-01,0,67,spring,rural,high school,swimming,0,1,223,171,3,92688,4649,0,1
2024-09-01,2,42,winter,rural,bachelor,sunbathing,0,1,93,208,5,98437,4435,1,1
2024-09-01,1,41,fall,suburban,master,skiing,0,1,10,214,3,71396,3895,0,1
2024-09-01,1,30,fall,suburban,doctorate,skiing,0,1,118,203,8,57253,4906,1,0
2024-09-01,0,24,winter,suburban,bachelor,skiing,0,1,295,46,9,78046,916,1,1
2024-09-01,1,53,summer,rural,high school,hiking,0,1,277,135,0,77689,2326,1,0
2024-09-01,1,62,winter,rural,doctorate,swimming,0,1,111,110,1,112800,3188,0,0
2024-09-01,1,37,winter,urban,high school,hiking,0,1,20,64,7,60063,2204,1,1
2024-09-01,1,18,spring,suburban,master,swimming,0,1,227,271,4,91793,1745,0,1
2024-09-01,1,25,spring,suburban,high school,swimming,0,1,215,264,5,55774,3092,1,1
2024-09-01,1,63,spring,suburban,doctorate,skiing,0,1,236,5,5,105198,4761,1,0
2024-09-01,2,33,summer,rural,high school,swimming,0,1,183,156,0,22895,4644,0,0
2024-09-01,1,31,spring,rural,master,sunbathing,0,1,152,222,6,44406,3203,1,0
2024-09-01,2,29,fall,urban,doctorate,sunbathing,0,1,261,77,1,51848,3631,1,0
2024-09-01,0,68,spring,suburban,master,sunbathing,0,1,60,231,6,76021,2554,0,1
2024-09-01,1,40,spring,rural,doctorate,hiking,0,1,80,79,9,69077,1782,0,0
2024-09-01,1,32,spring,rural,bachelor,sunbathing,0,1,263,293,4,102628,1009,1,0
2024-09-01,2,45,summer,suburban,doctorate,hiking,0,1,286,141,3,119498,4178,1,0
2024-09-01,1,51,fall,rural,high school,skiing,0,1,247,4,8,36644,3178,1,1
2024-09-01,2,19,winter,suburban,doctorate,swimming,0,1,153,265,8,64809,4519,0,1
2024-09-01,2,49,fall,suburban,high school,sunbathing,0,1,93,111,5,112021,3702,0,0
2024-09-01,1,40,winter,suburban,doctorate,sunbathing,0,1,130,223,0,105155,2357,0,0
2024-09-01,0,39,fall,suburban,master,swimming,0,1,288,160,0,45250,1776,0,1
2024-09-01,0,68,summer,suburban,high school,skiing,0,1,281,67,9,78670,2356,1,1
2024-09-01,0,42,summer,rural,high school,swimming,0,1,106,146,1,76207,1346,1,1
2024-09-01,2,39,summer,urban,high school,sunbathing,0,1,226,220,1,50884,4077,1,1
2024-09-01,2,39,spring,rural,high school,sunbathing,0,1,292,35,9,110025,3464,1,1
2024-09-01,1,66,summer,rural,bachelor,sunbathing,0,1,143,279,7,103183,3907,0,0
2024-09-01,2,69,summer,suburban,master,skiing,0,1,210,103,2,51271,2696,1,0
2024-09-01,0,59,fall,rural,high school,skiing,0,1,271,221,0,99375,3747,0,1
2024-09-01,1,23,fall,rural,doctorate,skiing,0,1,274,49,5,118500,1891,1,1
2024-09-01,0,32,spring,urban,high school,sunbathing,0,1,33,201,7,119594,3077,1,1
2024-09-01,1,60,winter,suburban,high school,sunbathing,0,1,38,185,5,86610,807,0,1
2024-09-01,0,54,spring,suburban,master,swimming,0,1,270,105,3,43919,4344,1,0
2024-09-01,1,50,spring,rural,master,skiing,0,1,230,213,8,105357,2166,1,1
2024-09-01,0,25,fall,rural,high school,skiing,0,1,226,122,9,77581,4046,0,1
2024-09-01,2,61,summer,urban,bachelor,sunbathing,0,1,148,237,7,64367,1204,1,1
2024-09-01,0,61,summer,suburban,bachelor,skiing,0,1,70,296,0,119249,1477,0,1
2024-09-01,1,22,summer,suburban,doctorate,hiking,0,1,138,172,5,110818,3603,0,1
2024-09-01,0,56,fall,rural,doctorate,skiing,0,1,131,130,7,78432,502,1,1
2024-09-01,2,21,summer,rural,doctorate,hiking,0,1,90,215,3,36173,1847,0,0
2024-09-01,1,23,summer,urban,doctorate,sunbathing,0,1,89,15,8,41855,4172,1,0
2024-09-01,2,62,spring,suburban,bachelor,sunbathing,0,1,203,9,8,75061,3340,1,0
2024-09-01,0,49,winter,urban,bachelor,swimming,0,1,117,89,1,99179,2206,1,0
2024-09-01,1,69,summer,urban,master,sunbathing,0,1,205,46,8,80293,1160,1,1
2024-09-01,0,47,spring,suburban,master,hiking,0,1,270,148,2,69318,2312,0,1
2024-09-01,1,64,spring,rural,doctorate,skiing,0,1,81,197,6,84104,2084,1,1
2024-09-01,2,52,summer,urban,high school,swimming,0,1,164,135,9,64628,2423,0,1
2024-09-01,2,57,fall,rural,master,swimming,0,1,273,102,6,56831,4938,0,1
2024-09-01,2,69,fall,rural,bachelor,sunbathing,0,1,103,114,1,38224,4155,1,0
2024-09-01,0,33,fall,suburban,high school,sunbathing,0,1,32,143,6,33168,3573,1,0
2024-09-01,1,30,winter,suburban,master,sunbathing,0,1,223,65,3,58414,1469,0,0
2024-09-01,2,67,winter,urban,high school,swimming,0,1,152,274,7,36160,3770,0,1
2024-09-01,0,59,fall,suburban,master,sunbathing,0,1,50,194,7,40575,2895,1,0
2024-09-01,0,47,fall,rural,doctorate,sunbathing,0,1,47,125,8,65281,3029,0,0
2024-09-01,1,36,fall,rural,doctorate,skiing,0,1,12,275,6,97299,3271,0,1
2024-09-01,2,34,winter,suburban,high school,swimming,0,1,50,194,1,25749,3878,0,0
2024-09-01,0,36,fall,urban,bachelor,sunbathing,0,1,173,139,6,76518,2189,1,0
2024-09-01,2,45,spring,suburban,bachelor,sunbathing,0,1,47,47,3,114860,2706,0,1
2024-09-01,1,43,fall,urban,doctorate,hiking,0,1,137,52,7,28884,1459,1,1
2024-09-01,2,54,summer,urban,doctorate,swimming,0,1,268,75,7,100038,1996,0,0
2024-09-01,2,43,fall,suburban,bachelor,sunbathing,0,1,285,47,0,48613,3029,0,0
2024-09-01,0,40,spring,suburban,doctorate,hiking,0,1,247,77,7,43432,1137,1,0
2024-09-01,0,26,summer,suburban,master,sunbathing,0,1,235,91,9,21129,3872,0,0
2024-09-01,1,29,winter,suburban,doctorate,swimming,0,1,193,297,3,115097,3133,0,1
2024-09-01,1,18,winter,rural,high school,skiing,0,1,39,138,1,81405,2174,0,1
2024-09-01,1,18,winter,rural,doctorate,swimming,0,1,225,107,9,77108,947,0,0
2024-09-01,0,64,summer,urban,doctorate,hiking,0,1,275,77,7,101035,3358,0,1
2024-09-01,1,51,winter,suburban,bachelor,swimming,0,1,289,178,3,53868,695,0,1
2024-09-01,1,49,spring,urban,bachelor,hiking,0,1,146,97,9,59805,1955,0,0
2024-09-01,0,65,spring,suburban,high school,skiing,0,1,15,144,5,95825,617,1,0
2024-09-01,1,42,spring,urban,bachelor,swimming,0,1,285,251,5,82092,3291,0,1
2024-09-01,0,57,summer,rural,high school,skiing,0,1,247,85,9,90323,1208,0,0
2024-09-01,1,62,summer,suburban,master,swimming,0,1,214,145,7,113658,3908,0,1
2024-09-01,0,18,spring,urban,bachelor,swimming,0,1,85,291,4,20347,975,0,0
2024-09-01,2,33,winter,suburban,high school,hiking,0,1,8,256,6,59396,4091,0,0
2024-09-01,0,56,winter,urban,doctorate,sunbathing,0,1,60,136,5,69359,4713,1,1
2024-09-01,0,22,spring,rural,high school,swimming,0,1,244,250,5,99476,3510,0,1
2024-09-01,0,39,fall,suburban,high school,skiing,0,1,114,95,0,67764,967,0,1
2024-09-01,1,46,spring,urban,doctorate,sunbathing,0,1,46,60,4,60118,4770,1,0
2024-09-01,0,20,summer,rural,bachelor,sunbathing,0,1,250,49,4,21545,1046,0,1
2024-09-01,0,29,spring,urban,doctorate,hiking,0,1,198,61,1,74221,2798,1,1
2024-09-01,1,43,summer,urban,master,sunbathing,0,1,59,31,8,69782,3134,0,0
2024-09-01,2,33,fall,suburban,high school,swimming,0,1,25,14,7,95867,4773,0,0
2024-09-01,0,68,winter,suburban,doctorate,skiing,0,1,252,274,3,71868,2039,0,0
2024-09-01,1,54,spring,urban,master,swimming,0,1,175,293,1,66190,4665,0,1
2024-09-01,2,39,summer,rural,master,skiing,0,1,129,292,4,64711,3477,0,0
2024-09-01,0,46,spring,suburban,bachelor,skiing,0,1,81,77,9,85154,3797,0,0
2024-09-01,2,31,spring,urban,master,swimming,0,1,36,163,6,67616,656,0,0
2024-09-01,0,45,summer,urban,high school,swimming,0,1,6,284,8,105286,4332,0,0
2024-09-01,0,22,spring,suburban,master,skiing,0,1,258,82,6,77473,2374,0,0
2024-09-01,2,64,summer,urban,master,swimming,0,1,102,67,6,60649,3226,0,0
2024-09-01,2,66,winter,urban,doctorate,hiking,0,1,111,64,5,101566,3997,1,0
2024-09-01,2,47,spring,suburban,bachelor,swimming,0,1,177,208,8,55473,1701,0,0
2024-09-01,0,63,winter,rural,master,hiking,0,1,129,175,2,73382,850,0,0
2024-09-01,0,69,winter,rural,high school,skiing,0,1,143,204,6,86308,609,1,0
2024-09-01,1,22,summer,urban,high school,hiking,0,1,164,150,9,106428,1066,0,0
2024-09-01,1,29,winter,urban,high school,skiing,0,1,33,153,1,52707,1250,0,0
2024-09-01,1,33,spring,urban,bachelor,sunbathing,0,1,209,216,8,101079,3030,1,1
2024-09-01,0,43,fall,suburban,bachelor,swimming,0,1,122,60,4,62050,4569,0,1
2024-09-01,2,43,fall,suburban,high school,swimming,0,1,163,274,8,94823,2722,1,1
2024-09-01,1,65,summer,urban,master,swimming,0,1,238,161,5,53355,956,0,1
2024-09-01,0,38,winter,suburban,bachelor,hiking,0,1,9,142,7,76599,3994,0,0
2024-09-01,2,56,fall,rural,master,skiing,0,1,154,165,4,48946,1176,0,1
2024-09-01,1,53,fall,rural,master,sunbathing,0,1,121,276,0,105750,1249,0,0
2024-09-01,2,50,fall,urban,doctorate,hiking,0,1,275,298,9,84611,3095,1,0
2024-09-01,2,47,summer,suburban,doctorate,sunbathing,0,1,125,239,4,69233,665,0,1
2024-09-01,1,54,fall,urban,bachelor,swimming,0,1,217,187,5,106823,1319,0,1
2024-09-01,1,40,fall,urban,master,skiing,0,1,95,249,4,90391,2127,1,1
2024-09-01,0,27,summer,urban,master,skiing,0,1,139,132,0,48286,1749,0,1
2024-09-01,2,22,summer,urban,high school,skiing,0,1,5,13,0,68383,632,0,1
2024-09-01,1,53,spring,rural,master,skiing,0,1,95,278,3,104769,1819,0,1
2024-09-01,1,51,winter,urban,master,hiking,0,1,75,260,6,85240,2564,1,1
2024-09-01,2,69,winter,suburban,bachelor,skiing,0,1,109,43,8,57499,3143,0,0
2024-09-01,2,48,fall,rural,bachelor,skiing,0,1,50,254,3,51750,4858,0,0
2024-09-01,2,27,winter,suburban,master,hiking,0,1,279,292,4,63082,2430,0,1
2024-09-01,1,36,spring,rural,master,hiking,0,1,76,96,4,89157,3953,0,1
2024-09-01,1,49,winter,rural,doctorate,sunbathing,0,1,75,285,9,70066,4176,1,1
2024-09-01,0,18,fall,suburban,bachelor,hiking,0,1,267,58,4,25932,1983,0,1
2024-09-01,2,22,summer,suburban,master,skiing,0,1,153,2,3,62643,4219,1,1
2024-09-01,1,62,spring,rural,high school,sunbathing,0,1,9,155,6,96250,2818,0,0
2024-09-01,1,21,spring,urban,doctorate,hiking,0,1,215,137,0,106238,756,1,1
2024-09-01,2,33,spring,urban,master,hiking,0,1,278,30,3,62712,4937,0,0
2024-09-01,1,41,spring,rural,doctorate,sunbathing,0,1,25,198,4,30103,3695,0,1
2024-09-01,2,33,summer,suburban,master,swimming,0,1,33,164,6,101025,4917,0,1
2024-09-01,1,19,spring,rural,master,sunbathing,0,1,237,287,2,32252,4709,0,0
2024-09-01,2,66,summer,suburban,doctorate,sunbathing,0,1,67,237,1,43076,1762,1,0
2024-09-01,2,45,winter,rural,master,hiking,0,1,135,236,3,26174,4365,1,1
2024-09-01,1,49,fall,rural,bachelor,hiking,0,1,0,169,6,107593,1652,0,1
2024-09-01,2,44,summer,suburban,doctorate,swimming,0,1,96,217,1,38029,3051,0,1
2024-09-01,0,37,summer,rural,master,swimming,0,1,12,119,6,96756,3392,1,0
2024-09-01,0,41,spring,rural,doctorate,skiing,0,1,202,118,7,87552,819,0,1
2024-09-01,2,29,spring,rural,high school,hiking,0,1,230,8,5,92393,545,1,0
2024-09-01,0,67,winter,urban,master,skiing,0,1,116,21,8,87579,995,0,1
2024-09-01,1,52,fall,urban,high school,hiking,0,1,52,251,0,67701,2014,0,0
2024-09-01,1,50,winter,urban,doctorate,sunbathing,0,1,16,32,9,86740,4467,1,0
2024-09-01,2,50,spring,rural,bachelor,skiing,0,1,39,6,1,76202,606,1,1
2024-09-01,1,68,summer,urban,high school,swimming,0,1,292,113,3,110485,1734,1,0
2024-09-01,1,60,summer,suburban,bachelor,sunbathing,0,1,106,276,7,41864,2604,0,1
2024-09-01,0,54,fall,rural,bachelor,swimming,0,1,36,222,2,96747,904,0,1
2024-09-01,1,29,winter,urban,bachelor,sunbathing,0,1,286,296,7,83987,2430,0,0
2024-09-01,1,20,spring,rural,high school,hiking,0,1,159,235,3,96005,1066,1,0
2024-09-01,0,18,winter,suburban,doctorate,swimming,0,1,38,70,4,107052,806,1,1
2024-09-01,2,50,summer,rural,doctorate,swimming,0,1,275,95,2,41925,4401,1,1
2024-09-01,2,57,winter,suburban,doctorate,skiing,0,1,205,272,5,100913,3383,0,0
2024-09-01,0,27,summer,suburban,high school,skiing,0,1,226,236,2,109487,4138,1,1
2024-09-01,0,60,summer,urban,high school,sunbathing,0,1,135,280,8,89800,4057,0,0
2024-09-01,1,61,summer,rural,bachelor,hiking,0,1,284,297,5,21073,3427,1,1
2024-09-01,1,46,summer,suburban,master,sunbathing,0,1,0,206,0,67209,2335,0,0
2024-09-01,2,30,spring,rural,high school,swimming,0,1,11,244,9,105210,2426,1,0
2024-09-01,2,29,winter,suburban,high school,skiing,0,1,59,238,2,27873,2961,0,0
2024-09-01,0,48,winter,suburban,high school,hiking,0,1,82,92,7,20040,2793,1,0
2024-09-01,1,63,spring,suburban,master,swimming,0,1,143,237,1,93073,1519,1,1
2024-09-01,0,19,spring,suburban,bachelor,hiking,0,1,66,141,7,21655,2813,0,1
2024-09-01,2,68,spring,urban,doctorate,sunbathing,0,1,57,159,9,73786,662,0,1
2024-09-01,2,67,spring,suburban,master,hiking,0,1,277,288,5,30938,1816,0,1
2024-09-01,0,52,winter,suburban,doctorate,hiking,0,1,33,107,3,70496,946,0,0
2024-09-01,1,40,winter,suburban,doctorate,sunbathing,0,1,25,205,1,79533,2817,0,1
2024-09-01,1,34,fall,urban,master,skiing,0,1,151,101,2,20930,3469,0,0
2024-09-01,0,43,spring,suburban,doctorate,hiking,0,1,239,256,1,34614,1688,1,1
2024-09-01,2,25,winter,rural,master,swimming,0,1,94,48,9,46090,3439,1,0
2024-09-01,0,46,summer,rural,bachelor,sunbathing,0,1,182,129,3,111674,2465,1,0
2024-09-01,0,43,spring,urban,high school,swimming,0,1,6,63,4,114641,800,1,1
2024-09-01,1,27,fall,suburban,high school,swimming,0,1,233,30,4,62849,4779,1,0
